asin,overall,helpful_numerator,helpful_denominator,count
B0014CM3KS,3.8,0.0,0.0,7
B0014CN8Y8,4.78,18.0,18.5,7
B0014COKYU,4.333333333333333,0.6666666666666666,1.0,7
B0014CP8R8,3.8,2.0,2.0,7
B0014CPA8U,4.923076923076923,0.8461538461538461,0.9230769230769231,7
B0014CXT6K,4.695652173913044,1.608695652173913,1.8695652173913044,7
B0014D3OBO,4.775862068965517,2.0689655172413794,2.1724137931034484,7
B0014DQLN2,4.294117647058823,0.7058823529411765,1.0588235294117647,7
B0014DQT48,4.642857142857143,1.3571428571428572,1.4285714285714286,7
B0014DW4GU,4.6,0.4,0.4,7
B0014EVDDO,2.4285714285714284,1.7142857142857142,2.0,7
B0014F5EVK,3.2,1.0,1.4,7
B0014G1I6E,4.0,1.0625,2.75,7
B0014GW48K,3.0,0.7142857142857143,0.8571428571428571,7
B0014GWDJ0,3.4,2.4,4.0,7
B0014GXEDE,4.4,3.4,3.6,7
B0014GXK7O,5.0,0.5714285714285714,0.5714285714285714,7
B0014H4HKW,4.7,5.8,6.0,7
B0014HATNQ,4.8,2.4,2.4,7
B0014HBRSW,3.8,5.4,6.8,7
B0014HEDEW,3.8333333333333335,0.5,0.5,7
B0014HEDGU,4.666666666666667,0.1111111111111111,0.1111111111111111,7
B0014HP1QQ,3.7142857142857144,4.142857142857143,5.571428571428571,7
B0014I4XMS,4.5,5.3,6.1,7
B0014J7L3U,4.4,2.1,3.2,7
B0014JOBXS,3.6363636363636362,6.090909090909091,6.636363636363637,7
B0014JRAAY,3.6666666666666665,2.7017543859649122,2.8947368421052633,7
B0014K3WBO,4.333333333333333,2.1666666666666665,3.6666666666666665,7
B0014KYXN0,4.705882352941177,0.8235294117647058,0.9411764705882353,7
B0014L6EAE,4.6,3.0,5.6,7
B0014LAFKO,4.442857142857143,0.37142857142857144,0.4142857142857143,7
B0014LNIPI,4.7,3.3,4.55,7
B0014LYMYY,4.909090909090909,5.454545454545454,5.636363636363637,7
B0014M1VII,4.388888888888889,3.6666666666666665,4.611111111111111,7
B0014M1WA0,4.6,1.0,1.9,7
B0014NUWHI,4.0,1.3928571428571428,1.6428571428571428,7
B0014NUXXQ,4.083333333333333,0.16666666666666666,0.5,7
B0014NW9LK,4.571428571428571,0.2857142857142857,0.5714285714285714,7
B0014NYAPS,4.142857142857143,0.42857142857142855,0.7142857142857143,7
B0014O89DQ,5.0,20.285714285714285,21.285714285714285,7
B0014PCV48,4.285714285714286,0.14285714285714285,0.2857142857142857,7
B0014R4RZW,4.0,18.666666666666668,20.8,7
B0014ST5Y4,4.545454545454546,2.0,2.4545454545454546,7
B0014SVCL8,4.02803738317757,1.97196261682243,2.953271028037383,7
B0014T1GY0,4.0,0.0,0.5714285714285714,7
B0014T52TA,4.714285714285714,0.14285714285714285,0.14285714285714285,7
B0014TIL6G,4.375,4.875,5.375,7
B0014UABCW,4.625,1.0,1.75,7
B0014UCGS4,4.4375,2.25,2.6875,7
B0014UCH88,4.571428571428571,5.285714285714286,6.142857142857143,7
B0014UCJ8Q,4.9,2.6,5.9,7
B0014UEB6Y,4.388888888888889,2.7222222222222223,3.4444444444444446,7
B0014UECK4,4.0,3.8181818181818183,5.454545454545454,7
B0014UEEHU,4.166666666666667,2.3333333333333335,3.5,7
B0014UFSWA,3.4166666666666665,4.583333333333333,12.166666666666666,7
B0014UFVBI,4.75,0.875,1.375,7
B0014UH9Y0,4.181818181818182,0.9090909090909091,1.0,7
B0014UUQX6,4.125,3.5,3.75,7
B0014VX38A,4.4,1.0,1.2,7
B0014WO7XE,4.6,0.3,0.5,7
B0014WO89W,4.9,0.0,0.0,7
B0014WPUZI,4.666666666666667,0.16666666666666666,0.16666666666666666,7
B0014WPV2K,4.878787878787879,0.22727272727272727,0.25757575757575757,7
B0014WRUR4,5.0,3.125,3.125,7
B0014WRV32,4.580645161290323,0.22580645161290322,0.3548387096774194,7
B0014WRVB4,4.6,0.2,0.6,7
B0014WTLU8,4.472222222222222,0.2222222222222222,0.25,7
B0014WU8FA,3.8181818181818183,6.454545454545454,7.0,7
B0014WUYWC,4.333333333333333,0.7777777777777778,0.7777777777777778,7
B0014WUYXG,4.696969696969697,0.09090909090909091,0.09090909090909091,7
B0014X7B22,3.75,0.375,0.625,7
B0014XCT7Y,4.666666666666667,0.8333333333333334,1.0,7
B0014XHC6M,3.1818181818181817,4.181818181818182,4.7272727272727275,7
B0014XJ85K,4.6,0.0,0.0,7
B0014XMIA2,4.555555555555555,3.6666666666666665,4.111111111111111,7
B0014YTACK,4.0,0.8333333333333334,1.8333333333333333,7
B0014YZHG8,4.8,0.4,0.8,7
B0014ZAG6I,4.2,5.6,10.4,7
B0014ZQE2S,4.333333333333333,0.5,0.5,7
B0014ZQH84,3.7333333333333334,5.133333333333334,5.533333333333333,7
B0014ZWHO2,4.5,1.6666666666666667,1.6666666666666667,7
B0014ZX7W8,3.5,0.3333333333333333,0.5,7
B0014ZXPTI,4.333333333333333,6.0,6.333333333333333,7
B00150664S,4.4,2.2,2.2,7
B0015068PA,4.207792207792208,0.922077922077922,1.0129870129870129,7
B001508FM4,4.0,0.0,0.0,7
B001509BUY,4.2,1.5666666666666667,1.9333333333333333,7
B001509FCS,4.545454545454546,1.018181818181818,1.2727272727272727,7
B001527YRE,3.6666666666666665,14.833333333333334,19.5,7
B00152W762,4.6,0.8,1.0,7
B001531A2S,3.8,1.0,2.2,7
B0015355U6,5.0,4.875,5.25,7
B00153B9W4,4.05,1.8,2.15,7
B00153C644,4.068181818181818,10.25,11.772727272727273,7
B00153EM1O,4.111111111111111,4.666666666666667,7.555555555555555,7
B00153JZ16,4.6,3.4,3.4,7
B00155CUX4,4.875,1.0625,1.375,7
B001561MWS,4.5,2.9,3.9,7
B00156C2EU,4.7272727272727275,2.272727272727273,2.272727272727273,7
B00158J0AW,4.0,5.2727272727272725,8.545454545454545,7
B00158J0EI,4.235294117647059,8.764705882352942,9.0,7
B00158N0R6,4.571428571428571,3.2857142857142856,3.4285714285714284,7
B00158N0V2,4.5625,1.0625,1.3125,7
B00158N0W6,4.076923076923077,0.6153846153846154,1.1538461538461537,7
B00158NQRA,3.857142857142857,6.0,8.428571428571429,7
B00158Q99W,4.5,1.0,2.25,7
B00158S4RM,4.235294117647059,1.3529411764705883,1.7058823529411764,7
B00158S4S6,4.933333333333334,2.933333333333333,3.0,7
B00158U5YC,3.3333333333333335,3.0,3.5833333333333335,7
B0015AK040,4.4,3.4,3.4,7
B0015B2RAO,4.4,7.5,9.9,7
B0015B2RHW,4.454545454545454,2.5454545454545454,4.090909090909091,7
B0015B6R96,4.4,4.666666666666667,6.333333333333333,7
B0015BWIZS,4.6,2.0,2.5,7
B0015C0S5O,4.1,3.2,6.1,7
B0015C2ZI2,4.666666666666667,3.7777777777777777,5.0,7
B0015C5OXU,4.0,1.0,1.6666666666666667,7
B0015C5RGY,4.571428571428571,1.0,1.7142857142857142,7
B0015CO8PA,4.666666666666667,2.0,2.2222222222222223,7
B0015DH8AQ,4.625,0.75,0.9166666666666666,7
B0015E2FDK,4.782608695652174,1.9130434782608696,2.3043478260869565,7
B0015EGWMU,4.333333333333333,0.5,0.5,7
B0015G3YMO,4.571428571428571,1.0,1.0,7
B0015G89SS,4.75,5.59375,6.15625,7
B0015GGHWS,4.833333333333333,0.16666666666666666,0.16666666666666666,7
B0015HHZ2I,4.285714285714286,0.2857142857142857,0.42857142857142855,7
B0015HJ968,5.0,0.42857142857142855,0.42857142857142855,7
B0015HPTTE,3.111111111111111,1.2222222222222223,1.3333333333333333,7
B0015IPA9M,4.428571428571429,1.0,1.1428571428571428,7
B0015IXM4C,4.2,1.3333333333333333,2.0,7
B0015JA5PA,4.8,0.3,0.3,7
B0015JK0XC,4.4,1.4,1.4,7
B0015K9BXQ,3.795918367346939,7.551020408163265,8.60204081632653,7
B0015KG5NK,3.7142857142857144,5.142857142857143,5.857142857142857,7
B0015KGH92,4.135135135135135,0.918918918918919,1.027027027027027,7
B0015KHMLE,3.2857142857142856,0.5714285714285714,0.7142857142857143,7
B0015KHMRS,4.423076923076923,1.0384615384615385,1.1923076923076923,7
B0015KXGDC,4.333333333333333,0.0,0.16666666666666666,7
B0015KZKAO,4.5,4.0,4.666666666666667,7
B0015L2556,3.888888888888889,0.3333333333333333,0.3333333333333333,7
B0015L2H1I,3.6666666666666665,0.0,0.16666666666666666,7
B0015LPYVS,5.0,1.375,1.5,7
B0015MMGS6,4.833333333333333,3.3333333333333335,3.5,7
B0015MN7HA,4.0,1.7674418604651163,2.8372093023255816,7
B0015MO4F4,4.333333333333333,0.9444444444444444,1.0555555555555556,7
B0015MQ0ME,3.8,1.0,1.2,7
B0015NZ6FK,3.5267857142857144,1.5625,2.4107142857142856,7
B0015P54R8,4.178082191780822,6.794520547945205,8.36986301369863,7
B0015PBPL2,4.8,1.2,1.2,7
B0015PJNUM,4.777777777777778,0.2222222222222222,0.3333333333333333,7
B0015QQK2K,3.8,0.6,1.2,7
B0015QQUES,3.8,0.4,1.0,7
B0015QSU9Q,4.375,1.125,1.375,7
B0015QSW4O,4.3,0.3,0.4,7
B0015QV8S6,4.333333333333333,0.5,1.0,7
B0015QVAY8,4.166666666666667,0.5,1.6666666666666667,7
B0015QVG56,4.033898305084746,2.542372881355932,3.457627118644068,7
B0015QVJ58,3.0,3.5,3.6666666666666665,7
B0015QXK4G,3.7,3.3,4.6,7
B0015QXLHM,4.333333333333333,7.619047619047619,8.142857142857142,7
B0015R1L46,4.222222222222222,1.6666666666666667,2.111111111111111,7
B0015R237A,4.7,0.5,0.6,7
B0015R2C6M,4.818181818181818,2.4545454545454546,3.5454545454545454,7
B0015R2D0M,3.9,2.2,2.9,7
B0015R2F0U,4.423076923076923,2.423076923076923,2.769230769230769,7
B0015R2MFI,4.428571428571429,2.7142857142857144,3.5714285714285716,7
B0015R2R8A,4.642857142857143,5.071428571428571,5.642857142857143,7
B0015R2SD4,4.5,5.666666666666667,6.833333333333333,7
B0015R2TCO,3.4444444444444446,0.8888888888888888,2.0,7
B0015R2W58,4.072727272727272,2.881818181818182,4.5,7
B0015R36JE,4.666666666666667,0.3333333333333333,0.5,7
B0015R38E2,4.833333333333333,0.3333333333333333,0.6666666666666666,7
B0015R39XM,4.565217391304348,2.5217391304347827,3.130434782608696,7
B0015R3AAO,4.348837209302325,1.388704318936877,2.0730897009966776,7
B0015R3CPW,4.642857142857143,1.1071428571428572,1.6428571428571428,7
B0015R6ECU,4.142857142857143,2.742857142857143,4.728571428571429,7
B0015R6F8S,3.5,5.5,7.75,7
B0015R6Z5Q,4.75,1.1071428571428572,1.75,7
B0015R6ZU6,4.2,0.6,1.2,7
B0015R78DO,4.0,4.375,7.375,7
B0015R7VY0,4.428571428571429,0.14285714285714285,0.42857142857142855,7
B0015R8HMU,4.3478260869565215,4.369565217391305,5.086956521739131,7
B0015R8QVC,4.0,6.0,6.857142857142857,7
B0015R8SGA,2.2,8.8,10.0,7
B0015R9AOY,4.0,1.5,3.1666666666666665,7
B0015R9DS2,4.166666666666667,7.5,10.666666666666666,7
B0015RAHUU,4.866666666666666,0.0,0.0,7
B0015RZCW8,4.2,2.0,2.0,7
B0015S14UG,3.0,7.25,7.875,7
B0015TBGR6,4.888888888888889,0.4444444444444444,0.4444444444444444,7
B0015TEFU6,4.294117647058823,2.176470588235294,2.2941176470588234,7
B0015TEIGW,3.7142857142857144,0.42857142857142855,0.42857142857142855,7
B0015TF3CA,4.710843373493976,1.3734939759036144,1.6987951807228916,7
B0015TF8RK,4.648648648648648,1.6216216216216217,1.7297297297297298,7
B0015THZCQ,4.6,0.2,0.4,7
B0015TI5GQ,4.9,0.0,0.1,7
B0015TI71Y,4.5,3.4,3.5,7
B0015UMHK0,4.666666666666667,2.888888888888889,2.888888888888889,7
B0015UQI4Q,4.266666666666667,1.2,1.2666666666666666,7
B0015VY4JQ,4.357142857142857,2.357142857142857,2.9285714285714284,7
B0015WJS0K,5.0,2.2,2.4,7
B0015WNZ9K,3.875,0.875,2.25,7
B0015WUD0E,3.789473684210526,3.8771929824561404,5.350877192982456,7
B0015Y6QRQ,4.0,3.8,4.2,7
B0015YF9IS,4.230769230769231,2.4615384615384617,2.4615384615384617,7
B0015Z3A92,4.571428571428571,5.571428571428571,8.357142857142858,7
B0015Z99QU,4.111111111111111,0.8888888888888888,1.3333333333333333,7
B0015ZD7F4,4.6,3.0,5.2,7
B0015ZUSBA,4.4,2.0,3.8,7
B0015ZVWHE,4.833333333333333,0.16666666666666666,0.16666666666666666,7
B0015ZW6BU,3.4,2.0,3.0,7
B0015ZW6QA,4.333333333333333,4.0,5.5,7
B0015ZWVLK,4.0,0.0,0.2,7
B0016003Z0,4.392857142857143,1.7142857142857142,2.392857142857143,7
B0016160MO,4.315789473684211,1.368421052631579,1.8421052631578947,7
B0016220GS,3.7333333333333334,0.8666666666666667,1.2,7
B00162P0JC,4.4,4.2,4.2,7
B00162S422,4.333333333333333,0.0,0.0,7
B00162UTX4,4.125,3.375,5.25,7
B00162WR70,4.4,2.6,3.6,7
B00162WUBI,4.222222222222222,1.0,1.3333333333333333,7
B0016396Z0,4.363636363636363,2.272727272727273,2.5454545454545454,7
B001639BV4,4.545454545454546,4.0,5.090909090909091,7
B00163BE8C,4.0,0.375,1.125,7
B00163D35Y,4.111111111111111,0.3333333333333333,0.6666666666666666,7
B00163D73W,2.8,0.0,1.0,7
B00163DB88,3.6,3.2,3.4,7
B00163G9LY,3.3333333333333335,8.583333333333334,9.416666666666666,7
B00163I9EY,4.4,4.4,5.0,7
B00163IALQ,3.75,1.5416666666666667,2.2916666666666665,7
B00164LKQ2,4.333333333333333,3.0256410256410255,3.6666666666666665,7
B001652LO6,4.857142857142857,0.5714285714285714,0.5714285714285714,7
B00165RBM8,4.75,1.0,1.125,7
B0016685XQ,4.2,0.7,0.9,7
B0016685YU,4.714285714285714,1.25,1.7857142857142858,7
B00166BAOM,4.222222222222222,0.4444444444444444,0.5555555555555556,7
B00166BB82,3.111111111111111,1.2222222222222223,1.8888888888888888,7
B00166BBV4,4.0,0.0,1.1666666666666667,7
B00166BBWS,4.2,0.5,0.9,7
B00166BBXW,4.0,0.625,1.375,7
B00166BC2M,4.157894736842105,3.3157894736842106,4.157894736842105,7
B00166BCAY,4.078947368421052,1.2105263157894737,2.026315789473684,7
B00166D8NS,4.333333333333333,0.0,0.3333333333333333,7
B00166D8SS,4.166666666666667,0.3333333333333333,0.5,7
B00166DIHO,3.9565217391304346,2.5652173913043477,3.0,7
B00166FZ2U,3.8,0.8,0.8,7
B00166FZBG,4.875,1.5,1.75,7
B00166SQZI,2.8,2.0,2.4,7
B00167PXQC,4.142857142857143,0.0,0.5714285714285714,7
B00167RIGK,4.0,5.666666666666667,5.833333333333333,7
B00167TZZ2,4.8,0.2,0.4,7
B001685GOU,4.7894736842105265,1.3157894736842106,1.6842105263157894,7
B001687F1C,4.666666666666667,0.16666666666666666,0.5,7
B001688DZ4,4.375,12.5,13.0,7
B001689N3U,4.8,0.0,0.0,7
B00168B022,4.2,2.4,3.8,7
B00168BU5E,4.869565217391305,0.17391304347826086,0.21739130434782608,7
B00168GTX2,4.875,1.25,1.5,7
B00168H6UC,4.333333333333333,5.222222222222222,5.666666666666667,7
B001699UKA,4.636363636363637,3.3636363636363638,5.090909090909091,7
B0016A1DQ8,4.111111111111111,1.0,1.0,7
B0016A66Y2,3.8666666666666667,8.666666666666666,9.6,7
B0016A8Z32,4.571428571428571,3.7857142857142856,4.642857142857143,7
B0016AADNM,4.684210526315789,2.6315789473684212,3.3684210526315788,7
B0016AJAA4,4.833333333333333,0.6666666666666666,0.6666666666666666,7
B0016AXCAS,4.0,6.375,6.625,7
B0016AXIGQ,4.434782608695652,2.358695652173913,3.152173913043478,7
B0016AXN7A,4.675,2.275,2.7,7
B0016AZGM0,4.6,2.7,2.9,7
B0016B5NLS,5.0,1.3333333333333333,1.8333333333333333,7
B0016B69WK,4.333333333333333,0.8333333333333334,1.3333333333333333,7
B0016B7TC4,4.0,0.2857142857142857,0.2857142857142857,7
B0016B9YPO,5.0,4.0,4.666666666666667,7
B0016BCM58,4.5,1.1428571428571428,2.0,7
B0016BCR44,4.285714285714286,1.619047619047619,1.8571428571428572,7
B0016BCSUC,5.0,2.3333333333333335,2.5,7
B0016BGV4Q,4.6,1.2,1.4,7
B0016BHM7Q,4.555555555555555,3.3333333333333335,3.5555555555555554,7
B0016BN4YQ,4.166666666666667,6.433333333333334,6.883333333333334,7
B0016BNXWY,5.0,1.0,1.0,7
B0016BQFV0,4.6,7.0,7.5,7
B0016BWV0Y,4.3,10.4,10.6,7
B0016C28II,4.5,1.5,2.8333333333333335,7
B0016C4BW4,4.6,0.0,0.2,7
B0016CB49M,4.25,2.375,2.875,7
B0016CTAZC,4.6923076923076925,0.6923076923076923,0.8461538461538461,7
B0016G7VY0,3.727272727272727,11.272727272727273,11.818181818181818,7
B0016GTOFY,4.666666666666667,14.166666666666666,15.0,7
B0016H9T7Q,4.142857142857143,1.1428571428571428,1.2857142857142858,7
B0016HF1KK,4.4,1.8,2.4,7
B0016HHWXY,4.285714285714286,3.0,4.0,7
B0016J6V52,4.5,8.833333333333334,10.333333333333334,7
B0016J6XAA,4.538461538461538,12.76923076923077,14.846153846153847,7
B0016J9QL8,5.0,1.6,1.6,7
B0016J9QUO,4.5,9.0,9.125,7
B0016J9RBW,3.857142857142857,5.571428571428571,6.0,7
B0016J9RDK,2.4,5.0,5.2,7
B0016J9RGC,4.4,2.3,2.475,7
B0016J9RHG,4.529411764705882,1.3529411764705883,1.5294117647058822,7
B0016J9RN0,5.0,0.0,0.16666666666666666,7
B0016J9RY4,4.666666666666667,0.16666666666666666,0.16666666666666666,7
B0016JDBEG,4.0,7.0,7.166666666666667,7
B0016JHFUM,3.772727272727273,18.272727272727273,19.681818181818183,7
B0016KE766,4.6,0.0,0.0,7
B0016KJA0Y,3.857142857142857,12.571428571428571,13.857142857142858,7
B0016KX9SI,4.346153846153846,3.0,5.576923076923077,7
B0016KZ2WE,3.625,1.875,2.0,7
B0016L0ZZC,3.6153846153846154,0.8461538461538461,1.3846153846153846,7
B0016L4T0O,4.37037037037037,3.3333333333333335,3.5185185185185186,7
B0016L4T8G,4.166666666666667,4.0,4.111111111111111,7
B0016L6Z7E,4.6,0.6,0.6,7
B0016L7DH0,3.625,5.0,7.125,7
B0016LG9KM,4.423076923076923,2.1923076923076925,2.923076923076923,7
B0016LPG2E,4.0,1.2,1.4,7
B0016LUFUC,3.4,1.4,2.0,7
B0016LV326,4.333333333333333,2.1666666666666665,2.4166666666666665,7
B0016LZUW0,4.6,1.2,1.3,7
B0016M4YQ2,4.472222222222222,2.888888888888889,3.5,7
B0016NK5DM,4.625,0.25,0.375,7
B0016NOVWS,4.553191489361702,1.3191489361702127,1.4893617021276595,7
B0016OCQCY,3.5,5.214285714285714,5.928571428571429,7
B0016OHSJ0,4.6,1.4,1.4,7
B0016OLTQS,4.285714285714286,1.1428571428571428,1.1428571428571428,7
B0016P1VT2,5.0,18.4,18.4,7
B0016P9Z9A,4.833333333333333,5.666666666666667,6.0,7
B0016PKWJ2,4.230769230769231,0.7692307692307693,1.0,7
B0016PMULA,4.4,0.6,0.8,7
B0016PP58A,5.0,5.285714285714286,6.0,7
B0016PS3I4,4.476190476190476,1.380952380952381,1.7619047619047619,7
B0016QALBU,4.372093023255814,0.3488372093023256,0.4883720930232558,7
B0016QAVH4,5.0,1.0,1.0,7
B0016QHTE2,4.548387096774194,1.6129032258064515,1.7741935483870968,7
B0016QTR10,4.5,3.3333333333333335,4.166666666666667,7
B0016QX5RC,4.6,1.2,1.2,7
B0016RWNQK,4.4,2.1,2.4,7
B0016SJLD2,4.65,2.525,3.125,7
B0016X8Y0S,4.583333333333333,11.0,11.666666666666666,7
B001709LB6,4.5,4.8125,5.125,7
B001709LDE,3.25,6.25,7.75,7
B00170BIWG,2.6153846153846154,18.23076923076923,19.46153846153846,7
B00170BJ3Y,4.285714285714286,4.571428571428571,5.0,7
B00170DB8U,3.8333333333333335,2.1666666666666665,2.5,7
B001713KRG,4.4,1.6,1.6,7
B001715S5I,4.5,0.5,0.8333333333333334,7
B001719NEK,5.0,8.0,8.0,7
B00171KTP2,3.764705882352941,0.4117647058823529,0.7647058823529411,7
B00171P9WK,4.5,8.5,9.166666666666666,7
B00172HEAY,4.5,1.1666666666666667,1.3,7
B00172K9HY,4.333333333333333,0.7777777777777778,1.4444444444444444,7
B00172NYKI,4.3,0.4,0.6,7
B001763OS6,4.333333333333333,3.111111111111111,3.5555555555555554,7
B00176688O,4.833333333333333,0.3333333333333333,0.3333333333333333,7
B00176B9Q0,2.8333333333333335,3.1666666666666665,4.333333333333333,7
B00176T5D4,4.875,2.375,2.875,7
B00176V2SK,4.470588235294118,8.470588235294118,9.529411764705882,7
B00178YD3O,4.428571428571429,9.040816326530612,9.918367346938776,7
B001797P42,3.0,2.0,3.2,7
B00179DMDA,3.75,3.25,3.5,7
B00179DMFS,2.5,2.5,2.5,7
B00179NI3Y,4.8,0.0,0.0,7
B00179RK56,5.0,0.5,0.5,7
B00179T194,4.875,1.625,1.75,7
B0017CRZIK,4.545454545454546,4.181818181818182,4.545454545454546,7
B0017D3RIQ,4.636363636363637,1.4545454545454546,1.4545454545454546,7
B0017GTPTS,4.413793103448276,0.7586206896551724,1.1724137931034482,7
B0017GTVE2,5.0,3.0,3.3333333333333335,7
B0017GYMBO,4.333333333333333,0.7777777777777778,1.1111111111111112,7
B0017H3PIO,4.0,0.0,0.0,7
B0017HWR1U,3.857142857142857,0.5714285714285714,0.5714285714285714,7
B0017HYB2I,4.454545454545454,1.2727272727272727,1.9090909090909092,7
B0017HYOQG,4.777777777777778,3.5555555555555554,3.7777777777777777,7
B0017I6WTM,4.7,0.8,1.1,7
B0017IB6H0,5.0,3.5714285714285716,3.857142857142857,7
B0017IE082,3.8,2.0,2.4,7
B0017J9H3O,4.375,1.875,2.125,7
B0017JFDC8,4.0,11.5,14.214285714285714,7
B0017JJRSE,4.888888888888889,3.111111111111111,3.111111111111111,7
B0017JOF86,4.4375,2.4375,2.9375,7
B0017JPRV0,2.2,0.2,0.2,7
B0017JRE0W,3.6,0.2,0.6,7
B0017K2CFS,5.0,2.2,2.2,7
B0017K4ES6,3.3333333333333335,1.0,3.5,7
B0017K8VTE,3.25,4.5,8.583333333333334,7
B0017KA0IO,4.166666666666667,0.0,0.0,7
B0017KE9OA,4.2,4.8,5.4,7
B0017KEYO0,4.2,2.4,3.4,7
B0017KT3IM,4.0,13.4,15.2,7
B0017KU74Q,4.75,2.4642857142857144,5.035714285714286,7
B0017L3BO8,4.428571428571429,6.0,7.142857142857143,7
B0017L3TWC,4.5,5.833333333333333,6.5,7
B0017L9926,4.8,5.8,6.8,7
B0017LB4ZG,4.545454545454546,4.0,4.5,7
B0017LBM1C,3.6666666666666665,0.42857142857142855,0.6190476190476191,7
B0017LEA48,4.777777777777778,0.8888888888888888,1.0,7
B0017LEF98,4.285714285714286,1.8571428571428572,1.8571428571428572,7
B0017LGA78,4.545454545454546,0.36363636363636365,0.45454545454545453,7
B0017O19Q2,4.4,0.4,0.7333333333333333,7
B0017O3R2Q,4.0,3.0,3.4,7
B0017O3THY,3.5294117647058822,3.0588235294117645,4.294117647058823,7
B0017O5QUC,4.0,2.1666666666666665,2.3333333333333335,7
B0017O5REC,4.454545454545454,4.909090909090909,6.090909090909091,7
B0017O5TUY,4.0,3.5,5.0,7
B0017O75VK,5.0,4.6,5.4,7
B0017O8FFU,4.833333333333333,1.6666666666666667,2.0,7
B0017O93RY,4.6,2.0,2.6,7
B0017O94AK,3.7777777777777777,1.7777777777777777,3.2222222222222223,7
B0017O94QY,4.285714285714286,2.142857142857143,3.0,7
B0017OAH8I,4.0212765957446805,0.6170212765957447,0.7659574468085106,7
B0017OAHBU,5.0,0.3333333333333333,0.5,7
B0017OAI8C,4.444444444444445,3.888888888888889,4.666666666666667,7
B0017OB05M,4.5,5.2,6.9,7
B0017OCDJO,4.333333333333333,14.333333333333334,15.0,7
B0017OCDQW,4.142857142857143,2.142857142857143,2.5,7
B0017ODR62,4.3076923076923075,5.038461538461538,7.8076923076923075,7
B0017ODRXA,4.333333333333333,2.5,3.8333333333333335,7
B0017OEGSA,5.0,0.15384615384615385,0.23076923076923078,7
B0017OFR5Q,4.333333333333333,2.8550724637681157,4.057971014492754,7
B0017OFR6A,4.833333333333333,4.0,4.333333333333333,7
B0017OFRN8,3.7777777777777777,6.666666666666667,7.888888888888889,7
B0017OFSDW,3.8,3.4,4.0,7
B0017OFSZA,3.5714285714285716,2.142857142857143,2.857142857142857,7
B0017OFTTU,4.823529411764706,0.8823529411764706,1.0,7
B0017ON4AG,3.5,0.25,0.375,7
B0017P31C6,3.4,1.0,1.6,7
B0017PEH6A,3.7142857142857144,22.285714285714285,24.285714285714285,7
B0017Q948U,4.545454545454546,1.2727272727272727,1.3636363636363635,7
B0017QADBC,4.222222222222222,3.7777777777777777,4.333333333333333,7
B0017QK78G,4.142857142857143,1.8571428571428572,2.4285714285714284,7
B0017QK9PW,2.4285714285714284,1.2857142857142858,2.857142857142857,7
B0017QNNQ4,4.2,2.4,2.6,7
B0017QPLM8,3.888888888888889,1.3333333333333333,1.5555555555555556,7
B0017QPM6S,4.857142857142857,4.0,4.0,7
B0017QPN58,4.071428571428571,0.7142857142857143,0.8571428571428571,7
B0017QPOPW,4.4,0.5,0.7,7
B0017QSSIC,3.933333333333333,1.0,1.9333333333333333,7
B0017QSZY4,4.0,1.4528301886792452,2.188679245283019,7
B0017QT6LK,4.5,0.5,0.625,7
B0017QT84A,3.857142857142857,2.5714285714285716,3.2857142857142856,7
B0017RMJRC,3.2857142857142856,8.714285714285714,8.857142857142858,7
B0017SJA2S,4.545454545454546,11.363636363636363,11.772727272727273,7
B0017SJFEG,3.4,17.4,27.6,7
B0017SOVD6,4.518518518518518,3.5555555555555554,3.814814814814815,7
B0017TU2HE,4.863636363636363,2.0454545454545454,2.1818181818181817,7
B0017U074G,4.578947368421052,0.9473684210526315,1.105263157894737,7
B0017U1Q6E,4.625,0.25,0.25,7
B0017U239S,5.0,1.1666666666666667,1.1666666666666667,7
B0017U7S20,4.404761904761905,0.5,0.8095238095238095,7
B0017UXSW4,4.0,1.1666666666666667,1.5,7
B0017WFZKA,4.181818181818182,2.1818181818181817,2.515151515151515,7
B0017WG180,4.509803921568627,3.196078431372549,4.647058823529412,7
B0017WIL0Q,4.166666666666667,0.4444444444444444,0.6111111111111112,7
B0017WKFN2,4.7,0.5,0.5,7
B0017WKFUU,4.6,0.3,0.6,7
B0017WNFXE,4.380952380952381,1.4761904761904763,1.8571428571428572,7
B0017WNSBS,4.709677419354839,0.6129032258064516,0.6451612903225806,7
B0017YIXLQ,4.0,1.0,1.5,7
B0017YUXTQ,5.0,0.0,0.0,7
B0017YZAYO,4.444444444444445,2.9444444444444446,3.111111111111111,7
B0017ZECA6,4.0,1.3571428571428572,1.7142857142857142,7
B0017ZHZZ0,4.2631578947368425,2.1578947368421053,2.8421052631578947,7
B001803OS6,4.777777777777778,1.2222222222222223,1.4444444444444444,7
B0018196J6,4.375,10.375,12.375,7
B00181CC9W,4.8,2.6,3.6,7
B00181SO2G,4.666666666666667,0.4074074074074074,0.5925925925925926,7
B00181UD7K,4.428571428571429,1.0,1.7142857142857142,7
B00181ZC6C,4.333333333333333,4.888888888888889,4.888888888888889,7
B00182G9JU,5.0,4.2,4.4,7
B00182JYSS,4.6,0.5,0.6,7
B001838FPA,4.625,0.8333333333333334,1.0416666666666667,7
B00185J5KC,5.0,8.4,8.4,7
B00185OHAK,5.0,0.0,0.2,7
B00185OLEW,5.0,2.0,2.5,7
