asin,overall
B003UKKHB4,4.515625
B003UKM90Q,4.546875
B003UKM9CO,4.540909090909091
B003UKR67M,4.26530612244898
B003ULEJBM,4.67741935483871
B003ULEJCG,4.288888888888889
B003ULEJF8,4.5813953488372094
B003ULEK98,5.0
B003ULGGZY,4.659574468085107
B003ULGIH0,3.8666666666666667
B003ULI8BO,4.551020408163265
B003ULJZ9I,4.523809523809524
B003ULK0HO,4.3023255813953485
B003UN5X42,4.833333333333333
B003UNT9HO,5.0
B003UO5PM6,3.7142857142857144
B003UPOK58,4.2
B003URGTR8,4.6
B003USB93G,4.5
B003USDC18,4.714285714285714
B003USGM7Y,5.0
B003USIFGK,4.888888888888889
B003USJXHU,4.444444444444445
B003USM4VM,4.8
B003USZZ2W,3.5714285714285716
B003UVV7J4,3.125
B003UWFAGY,4.257142857142857
B003UWQR8Y,4.481481481481482
B003UXZN2Y,4.619047619047619
B003UYGCWS,3.7142857142857144
B003UZKKHK,4.333333333333333
B003UZKN9U,4.714285714285714
B003UZT1PC,4.142857142857143
B003UZU2FU,4.857142857142857
B003UZUVEW,4.625
B003UZWF7S,4.333333333333333
B003V01050,3.4
B003V03HDI,4.8
B003V06A9Q,4.375
B003V06CMQ,4.5
B003V0L2H6,4.6
B003V0OSPO,4.266666666666667
B003V2JBEK,4.166666666666667
B003V32UAQ,4.714285714285714
B003V32UDI,4.314814814814815
B003V32UE2,4.0
B003V3476G,4.431034482758621
B003V360NY,3.980392156862745
B003V37Z6U,4.627450980392157
B003V37Z9W,4.410714285714286
B003V37ZDS,4.122222222222222
B003V53HMO,4.571428571428571
B003V58A5S,3.8823529411764706
B003V5CTP0,2.8
B003V5D4RC,3.5
B003V5DOK4,4.625
B003V5H3ZG,3.6
B003V5LXEI,3.8732394366197185
B003V5LZBY,4.333333333333333
B003V7YLIG,4.55
B003V8TIOC,4.583333333333333
B003V9OKBC,4.590909090909091
B003VBK5RS,4.913043478260869
B003VBQ5X6,4.4
B003VCYL8Q,4.166666666666667
B003VDBGHY,4.523809523809524
B003VFGGA4,3.0
B003VKGK78,3.515151515151515
B003VKKSVW,3.857142857142857
B003VKMTFA,4.2
B003VKXP6C,4.666666666666667
B003VLAEPQ,4.717391304347826
B003VMAKVS,4.478260869565218
B003VP53DU,4.5
B003VPMBVC,3.142857142857143
B003VPQDJ8,4.538461538461538
B003VPYPJ8,4.285714285714286
B003VPYWFU,4.916666666666667
B003VQ44UC,5.0
B003VR6XV4,4.142857142857143
B003VS5O3Q,4.349282296650718
B003VS5WJ2,3.5
B003VSCLMI,4.512195121951219
B003VSMDOE,4.533333333333333
B003VSORKC,4.875
B003VSTRY8,4.4375
B003VT26C2,4.466666666666667
B003VT3YP0,3.6923076923076925
B003VTIG6W,4.0
B003VTK9OE,4.09375
B003VUF0PQ,3.6363636363636362
B003VUOBJC,3.0
B003VUXBRU,4.105263157894737
B003VUZYPM,4.285714285714286
B003VV1ZOK,3.6842105263157894
B003VWFSQ0,4.777777777777778
B003VWHTYO,4.526315789473684
B003VWL5ZI,4.4
B003VWL62U,4.666666666666667
B003VWNH54,4.333333333333333
B003VYM3UM,4.111111111111111
B003VZG7GM,4.4
B003VZPTAC,4.6
B003VZT21Y,3.5555555555555554
B003VZW6O4,2.875
B003W7FEWW,3.3333333333333335
B003W8YZI0,4.6
B003W93FGW,4.538461538461538
B003WBLRX8,4.2
B003WFPC4E,3.3461538461538463
B003WI0WPA,4.375
B003WJ6E10,4.575757575757576
B003WJ6E4C,4.5859375
B003WJ85DA,4.25
B003WJ85GM,4.447368421052632
B003WJ9GPQ,4.7
B003WJ9GTC,4.644444444444445
B003WJD8HI,4.291666666666667
B003WJD8OG,4.142857142857143
B003WKSTJY,4.25
B003WPETMK,4.444444444444445
B003WPPC3K,3.533333333333333
B003WQ9E3S,5.0
B003WR3QSG,4.201807228915663
B003WS0C28,4.8
B003WS272G,5.0
B003WT9VSS,2.5
B003WUP48S,4.333333333333333
B003WYN5L2,3.3636363636363638
B003WZXVJC,4.777777777777778
B003X07EM6,4.8
B003X0F8BA,4.583333333333333
B003X0IZHE,4.666666666666667
B003X4BMFW,4.6
B003X5FYJQ,3.9853658536585366
B003X5KGQW,4.833333333333333
B003X5LLVG,4.142857142857143
B003X6MB96,4.5
B003XB9EFK,5.0
B003XCW7EE,3.7142857142857144
B003XDI3NC,4.666666666666667
B003XDPAU6,4.611111111111111
B003XDVERE,4.8
B003XDX5YE,4.625
B003XDX652,4.4
B003XDZ66E,4.888888888888889
B003XDZ6NM,1.4285714285714286
B003XE0X1Q,3.8
B003XE3278,5.0
B003XG052G,4.833333333333333
B003XG6L6A,4.333333333333333
B003XG8LDQ,4.0
B003XGYTQE,4.125
B003XIXH38,4.129032258064516
B003XKDIU8,3.9375
B003XM8S3I,3.8
B003XMTZWQ,4.333333333333333
B003XN4RIC,4.264150943396227
B003XN9ZQQ,4.075
B003XNCHAM,4.666666666666667
B003XTV3OC,4.142857142857143
B003XU1BSY,4.142857142857143
B003XU30TC,4.05
B003XU8ABA,4.5
B003XU8AMY,4.222222222222222
B003XUAECI,3.642857142857143
B003XX04U2,4.6
B003XZ0S2E,3.111111111111111
B003Y0504E,3.5294117647058822
B003Y370V2,5.0
B003Y5AQGQ,4.92
B003Y5DSAW,4.083333333333333
B003Y67GBS,3.7142857142857144
B003Y6859K,4.833333333333333
B003Y6B4XE,4.1
B003Y8Y9QG,4.2
B003Y8Y9QQ,3.4
B003YC3706,3.242424242424242
B003YC6AXC,3.5833333333333335
B003YCGWBC,4.064516129032258
B003YCYEWG,5.0
B003YDGQBM,4.666666666666667
B003YDOO2K,3.875
B003YDUUUA,4.666666666666667
B003YE63LE,3.2
B003YEGI0A,3.6666666666666665
B003YFG0M0,4.570093457943925
B003YFPB5W,4.461538461538462
B003YFSRRG,4.5476190476190474
B003YHF4AC,4.346153846153846
B003YIDYNU,4.166666666666667
B003YIFV36,4.5
B003YIKUI2,4.5
B003YJ70NY,4.543689320388349
B003YJ8LF0,4.357142857142857
B003YJAZZ4,4.442622950819672
B003YJAZZE,4.6571428571428575
B003YJB026,4.444444444444445
B003YJM6UQ,4.5
B003YKBM46,4.454545454545454
B003YKCSDA,4.4
B003YKDGNQ,4.1
B003YMTSRC,4.333333333333333
B003YOP0ZE,4.818181818181818
B003YOY6MW,4.7272727272727275
B003YOYIAW,4.466666666666667
B003YP28G2,4.333333333333333
B003YP6V0G,3.6666666666666665
B003YPEC9I,3.5833333333333335
B003YSL9LE,3.625
B003YSVBEO,4.2727272727272725
B003YT6KEO,2.6875
B003YTFJAA,3.8333333333333335
B003YU0RT2,4.6
B003YU8RVW,3.6
B003YUFG8Y,3.7857142857142856
B003YUTOT6,2.6
B003YUYLOO,4.6923076923076925
B003YV2BY0,4.352941176470588
B003YVVT52,3.7142857142857144
B003YYZYAU,5.0
B003YYZYGY,3.8
B003YZ3BTU,4.375
B003YZ8E1K,4.571428571428571
B003YZ8FAU,4.0
B003YZAHCE,4.431818181818182
B003YZE5ZY,4.578947368421052
B003YZE69O,4.2
B003YZF6PM,3.5
B003YZGUJI,4.573170731707317
B003YZKPYO,4.842105263157895
B003YZOGO4,4.6835443037974684
B003Z0IPXG,4.25
B003Z388CQ,3.857142857142857
B003Z3R4KI,4.166666666666667
B003Z4IT3I,3.4
B003Z4OKOA,3.6153846153846154
B003Z67ENC,3.5384615384615383
B003Z6N5IU,4.333333333333333
B003Z6W4RS,3.8333333333333335
B003ZCWZSK,3.4285714285714284
B003ZCZ5X2,3.3333333333333335
B003ZD10HG,4.2
B003ZD10RQ,4.375
B003ZFIT9G,3.857142857142857
B003ZFPDD6,4.0
B003ZG165O,4.666666666666667
B003ZG8PEE,4.666666666666667
B003ZHPWAS,3.888888888888889
B003ZJL51G,4.0
B003ZJZMNI,4.111111111111111
B003ZLDOZO,4.6875
B003ZP5GFQ,4.0
B003ZPKJCG,3.4545454545454546
B003ZS6OTK,3.1666666666666665
B003ZSCFQ6,4.909090909090909
B003ZSCFZM,3.125
B003ZTPYTK,4.3
B003ZUQ7VS,4.684210526315789
B003ZUQ8X0,5.0
B003ZUUXZE,4.5
B003ZVBKWS,4.674418604651163
B003ZVBL2M,3.933333333333333
B003ZVKLUA,3.8
B003ZW474A,4.2
B003ZW5JLA,1.7142857142857142
B003ZW9LOQ,3.2903225806451615
B003ZXYL5O,3.857142857142857
B003ZYGN36,4.75
B003ZYGRC8,4.6
B003ZYIPGO,4.923076923076923
B003ZYM5NI,2.8
B00400H8EW,4.6
B004018I86,4.833333333333333
B00402T7TO,4.0
B00404RI70,3.9411764705882355
B00405W220,3.8333333333333335
B00408IF1Y,4.85
B00408QC3C,4.5
B0040BGK6S,3.888888888888889
B0040EGNIU,4.6640625
B0040HE97Y,5.0
B0040HM5F2,4.857142857142857
B0040IAZ0S,4.352941176470588
B0040IWMTA,3.8461538461538463
B0040J0Q92,4.384615384615385
B0040JXDP6,3.6
B0040KOUI4,3.1666666666666665
B0040KQBAE,4.625
B0040LAHH6,3.6363636363636362
B0040LP3DO,4.7
B0040QJ34O,5.0
B0040USG8O,4.4
B0040V7FJE,4.833333333333333
B0040VNUD4,4.5
B0040XCTP2,4.299107142857143
B0040XNOCO,4.0
B0040XR5OC,4.571428571428571
B0040ZKD5I,4.66
B0040ZONCW,5.0
B004103GEC,4.842105263157895
B00410B734,4.74468085106383
B00412S07I,4.64
B00414OLBU,2.4
B004153MG4,3.95
B004153NK4,4.142857142857143
B004158IWM,4.645833333333333
B00415OJWA,5.0
B00415QB0S,5.0
B00415Y7V8,4.619047619047619
B00416PMU2,4.809523809523809
B00416V1DY,4.448275862068965
B00418JBBQ,4.333333333333333
B00419Q2A8,4.357142857142857
B0041B78U4,4.333333333333333
B0041CB50M,4.666666666666667
B0041CZJWW,4.809523809523809
B0041CZK0S,4.6923076923076925
B0041D1JBG,4.681818181818182
B0041EB492,4.72
B0041HPZ6M,4.153846153846154
B0041HT1BW,4.111111111111111
B0041HTTA0,4.190476190476191
B0041HU4YK,4.0
B0041HZUK8,4.454545454545454
B0041I09K8,3.75
B0041IK4W6,5.0
B0041IK7R8,2.6666666666666665
B0041IUPLG,3.8333333333333335
B0041LUAR2,4.315789473684211
B0041LY4MY,3.8
B0041MQ43U,4.555555555555555
B0041MR9R0,4.714285714285714
B0041MU0A8,4.888888888888889
B0041MW7JK,4.681818181818182
B0041N2F9Q,3.5
B0041O6NVQ,5.0
B0041OQR1M,4.3
B0041OZ4HU,3.75
B0041POQCS,4.666666666666667
B0041PU5FK,4.6
B0041QW1UG,3.84
B0041RBCT6,2.6
B0041RPGQ6,4.482758620689655
B0041RV1D8,3.735294117647059
B0041SFOY4,4.181818181818182
B0041T2ZNQ,3.4285714285714284
B0041T46HY,3.9166666666666665
B0041TEHMS,4.0
B0041TF5KQ,4.411764705882353
B0041TP0LA,4.0
B0041TXXLO,5.0
B0041U1TF0,4.0
B0041VGWGA,4.277777777777778
B0041VMCGO,4.444444444444445
B0041VQ9CW,4.454545454545454
B0041YISZK,3.5
B00421L2L4,3.857142857142857
B00421MNIU,4.388888888888889
B00422KWTQ,4.482084690553746
B00423AXT4,4.571428571428571
B004242558,4.708333333333333
B004244PYW,4.0
B004249JL6,4.5
B00424H3EG,4.888888888888889
B00424KI9I,4.75
B00424KJOC,4.666666666666667
B00424KNWA,4.666666666666667
B00424M33C,4.833333333333333
B00424MDIM,4.7407407407407405
B00424MGEI,4.636363636363637
B00424NU3O,4.833333333333333
B00424PD3Y,4.8
B00424PFNW,4.625
B00424QR84,5.0
B00424R2CE,4.333333333333333
B00424R96S,4.846153846153846
B00424UL5E,4.285714285714286
B00425RU1Q,4.833333333333333
B00426X4UG,4.266666666666667
B00427HCKS,4.2
B00427OPZI,4.142857142857143
B00427XK04,4.794117647058823
B0042867VW,4.6
B00428B6X6,4.833333333333333
B00429DFPW,4.4
B0042A9UXC,4.627118644067797
B0042AJ5F0,3.8
B0042C2Z96,4.714285714285714
B0042CHRDK,4.666666666666667
B0042DDP44,4.529411764705882
B0042G80MS,3.875
B0042KOJRE,4.888888888888889
B0042KULCG,5.0
B0042L1M64,3.2
B0042L26IM,3.8
B0042L2I6W,4.363636363636363
B0042LHJIE,4.4
B0042LIUDW,3.8666666666666667
B0042M896E,4.857142857142857
B0042QD6LS,4.875
B0042QY1YO,4.5
B0042R86XK,2.375
B0042RNK0E,4.857142857142857
B0042RPDYU,4.142857142857143
B0042RPE1C,4.84375
B0042SV17C,4.2
B0042TKZ1O,4.833333333333333
B0042TNVEM,4.0
B0042UAZCM,4.4
B0042W24Y2,4.857142857142857
B0042Y6MDO,3.8125
B0042YSS54,4.852459016393443
B0042YU6RC,4.875
B0042YU6S6,4.2
B0042YXTKI,4.625
B0042Z9SSY,3.75
B0042ZH33Q,4.53125
B00431PRHI,4.428571428571429
B00432G9OW,4.0
B00432GALY,4.621212121212121
B00432LWVC,4.235294117647059
B00432O3H2,4.464285714285714
B004331RDY,4.352941176470588
B004331REI,4.12
B004331RNY,4.375
B004335OSI,4.105263157894737
B004335OTM,3.95
B004339EDO,4.625
B00433KUTQ,5.0
B00433ZWVC,3.8
B00434JPQO,4.166666666666667
B004355WOC,3.857142857142857
B004355WPQ,4.2
B004382GWK,4.431818181818182
B004385RPS,4.266666666666667
B0043BD5MC,4.833333333333333
B0043CE8VS,4.166666666666667
B0043D68YW,4.833333333333333
B0043D7O0E,4.8
B0043DMNHS,4.3478260869565215
B0043DMX4Q,3.4
B0043G63ZS,3.2
B0043HG2MQ,4.111111111111111
B0043MWR7K,4.285714285714286
B0043NSR2I,3.4285714285714284
B0043OUHJ8,3.888888888888889
B0043OUICY,4.533333333333333
B0043OUJYQ,4.525
B0043OWI36,4.6
B0043P0GRA,4.652892561983471
B0043P0HFQ,5.0
B0043P0I1O,4.833333333333333
B0043P0IRS,4.166666666666667
B0043QK9Z8,3.0
B0043SAFK0,4.517241379310345
B0043SAVXG,4.375
B0043W1EYM,3.111111111111111
B0043X5WK8,4.571428571428571
B0043ZHZ0Q,5.0
B0043ZJR9S,5.0
B0043ZLR14,4.482758620689655
B00440EO6S,4.0
B00440F3GS,4.115384615384615
B004411VMC,4.25
B004413OCW,4.6
B00443AN92,4.5
B00445HR3K,4.428571428571429
B004472AH6,4.0
B00447O1O6,4.6
B00447W8EG,4.4
B004495MF6,3.857142857142857
B00449CW36,4.0
B00449TWKM,4.571428571428571
B0044AI2K2,3.4
B0044AI2QG,3.6666666666666665
B0044AZVDS,4.208333333333333
B0044B5Z2O,4.4
B0044C68JC,4.875
B0044CVC2U,4.888888888888889
B0044CXZNY,3.888888888888889
B0044D6Z1W,4.444444444444445
B0044EKPOY,4.6
B0044EQEIU,4.6
B0044EV0SE,4.870967741935484
B0044F7KS2,4.75
B0044FQVDM,3.3333333333333335
B0044FU5RA,4.125
B0044IZ7SO,4.166666666666667
B0044JXB40,4.428571428571429
B0044KFR0A,4.777777777777778
B0044KQ8XA,5.0
B0044NANVK,4.714285714285714
B0044NEDZC,3.2857142857142856
B0044P3J2I,4.545454545454546
B0044PPC6O,4.333333333333333
B0044Q8VG6,4.4
B0044QZCOU,4.0
B0044R1GPI,4.4
B0044XDGU0,4.428571428571429
B0044Z0A34,3.2222222222222223
B0044ZAF0C,4.0
B0044ZRR80,2.0
B0044ZY0VW,3.0
B00450LLYA,4.5
B004533I0W,4.75
B00453EOS2,4.6
B004549ORM,4.6
B00454A1HE,4.333333333333333
B00454O9RM,4.166666666666667
B00454ZTEO,4.5
B00455RF4A,4.333333333333333
B00456RSXW,4.857142857142857
B0045CLDYG,4.846153846153846
B0045E5KB6,4.703703703703703
B0045EFO2Q,4.368421052631579
B0045EHZNC,4.166666666666667
B0045EKC7I,4.428571428571429
B0045ESMZ2,4.2
B0045F54MK,3.4615384615384617
B0045IZ9Z4,4.357142857142857
B0045K2U0E,4.75
B0045MLCJ2,4.75
B0045MQVNY,3.5714285714285716
B0045QGYNM,4.352941176470588
B0045R9OUG,4.833333333333333
B0045SRGZA,3.4444444444444446
B0045STZXQ,4.384615384615385
B0045TOER2,4.8
B0045U1YWE,4.25
B0045U5WLS,4.666666666666667
B0045V0WDK,4.333333333333333
B0045V105E,5.0
B0045VJONE,4.4
B0045VVOQO,4.384615384615385
B0045W9D2U,4.625
B0045WGWCE,3.769230769230769
B0045X5Y8G,4.666666666666667
B0045X82OE,4.8
B0045X9VQC,4.333333333333333
B0045XDGZ4,4.904761904761905
B0045XE3AG,3.4347826086956523
B0045XGE9E,3.9661016949152543
B0046100JU,4.588235294117647
B00461DNTO,4.5
B00461F4PA,4.232558139534884
B004621FRU,3.0
B00463EP4O,4.666666666666667
B00463GJO8,5.0
B00463IN5G,4.714285714285714
B00466P6A8,4.615384615384615
B00466STN4,4.2
B00466WND6,4.260869565217392
B0046BHZSO,4.8
B0046D8XWE,5.0
B0046DCJ6U,4.363636363636363
B0046DDU18,5.0
B0046GCKNY,4.25
B0046GCKO8,4.166666666666667
B0046H39D8,4.0
B0046HF4HW,3.6
B0046HFJSG,4.842105263157895
B0046HG516,4.8
B0046HG61A,4.25
B0046HK2JC,3.533333333333333
B0046IM7LM,4.0
B0046J1SOI,4.875
B0046JDAZI,3.272727272727273
B0046KI188,4.181818181818182
B0046MM5JM,3.6666666666666665
B0046OEAHK,4.153846153846154
B0046S9T8Q,4.5
B0046U9PBA,4.857142857142857
B0046UYFPQ,4.2
B0046VX1IM,4.8
B0046VXMQI,4.4
B0046VZG30,4.555555555555555
B0046W2IK8,4.777777777777778
B0046XC2OE,4.714285714285714
B0046XC500,4.6571428571428575
B0046XDXXS,4.333333333333333
B0046ZXDG8,4.75
B00470DDL2,4.714285714285714
B00471400O,4.928571428571429
B004714LJ4,4.7
B004724MKQ,3.4615384615384617
B00472I1V2,4.258064516129032
B00474IL8I,4.363636363636363
B00474TW36,5.0
B00474XVLK,3.8
B00474Z0Q4,4.453488372093023
B0047528HM,4.75
B0047557MA,4.833333333333333
B00475A4KK,3.6
B00475FYO6,5.0
B00475J0YQ,4.933333333333334
B00475P1X0,4.4
B00477HH5S,4.5625
B00478GE1U,4.615384615384615
B00478PI2G,5.0
B00478PKZ6,5.0
B00478QD0C,4.0
B00479VWVQ,4.6
B0047A6WLA,4.9
B0047CNZCC,4.0
B0047CP62Y,4.428571428571429
B0047DT39K,3.8
B0047E3LHE,4.3076923076923075
B0047FPM16,4.468085106382978
B0047GSHOE,3.3333333333333335
B0047MDIPG,4.0
B0047NVROY,4.285714285714286
B0047QRD6W,3.6666666666666665
B0047SBJ4M,4.909090909090909
B0047SCJWI,4.066666666666666
B0047SCK4K,4.0
B0047TP6D6,4.5
B0047USSFS,3.7142857142857144
B0047UT5DW,5.0
B0047UW2UK,4.3125
B0047WFO2G,3.6732673267326734
B0047Y6I24,4.8
B00481MVBS,4.375
B00482WQSU,4.5
B004872AUO,4.5
B004880Z6Y,4.75
B00488WWTC,4.375
B0048BGUN8,4.642857142857143
B0048BIJHS,4.717391304347826
B0048FT7SY,3.272727272727273
B0048H1OLU,4.0
B0048I8GV0,4.571428571428571
B0048IABSG,4.166666666666667
B0048IGBD0,3.761904761904762
B0048IHB3Y,4.5
B0048K7KPQ,4.333333333333333
B0048KE63K,4.0
B0048PLJJE,2.888888888888889
B0048U6E9Y,3.909090909090909
B0048ZGI7C,4.607142857142857
B00492D0N4,4.833333333333333
B00494R8I0,5.0
B00494TT9G,4.142857142857143
B004967KZE,2.375
B00498HEAI,4.326530612244898
B00498HEVM,4.390243902439025
B00498HFXE,4.270833333333333
B00498HGZQ,4.282608695652174
B00498HH0U,4.75
B00498IJYI,4.4186046511627906
B00498IKHE,4.275
B00498MQ0Q,4.204545454545454
B00498MS4A,4.304347826086956
B00498MSJ0,4.318181818181818
B0049ARM26,4.6
B0049CB1OO,4.277777777777778
B0049E52GU,4.875
B0049EAYCW,5.0
B0049I8QZA,4.0
B0049JESL0,3.6956521739130435
B0049K2TR4,4.6
B0049LUI9O,4.526515151515151
B0049MEHK4,4.647058823529412
B0049MEI5S,4.439024390243903
B0049MGHWU,4.690476190476191
B0049MGHY8,4.454545454545454
B0049MIEI0,4.0
B0049MIELM,4.717171717171717
B0049MIERQ,4.348837209302325
B0049MIF1G,4.558139534883721
B0049MM84Q,4.386363636363637
B0049MM85K,4.191489361702128
B0049NRWHS,3.75
B0049POHK6,3.810344827586207
B0049PTOBS,4.1875
B0049Q0P9M,4.4
B0049QAC36,4.166666666666667
B0049RALFE,3.8
B0049RFJUQ,4.5
B0049T2SZI,5.0
B0049YYYMS,4.375
B004A3R8D0,4.666666666666667
B004A5ZA3S,4.8
B004A6OTPM,4.0
B004A7PB26,4.5
B004A7T7A8,4.333333333333333
B004A7VF62,4.428571428571429
B004A7VFHG,4.3076923076923075
B004A99G9I,3.8
B004A9TK0S,4.333333333333333
B004A9U5GG,4.166666666666667
B004AC0676,3.8333333333333335
B004AC6UPI,4.9
B004AC8GM8,4.6
B004ACBSZA,4.114285714285714
B004AEIK86,4.0
B004AFXG34,3.3333333333333335
B004AGX23M,4.75
B004AH299O,4.066666666666666
B004AHPHAM,3.4
B004AI34FG,5.0
B004AI5IWI,4.666666666666667
B004AI7DUS,4.5
B004AI8QPO,3.5
B004AI9234,4.6
B004AIATAO,4.875
B004AIAUIA,3.0
B004AIBFQG,4.142857142857143
B004AIC7EU,4.8
B004AJ7P4G,4.6
B004AJZNPO,3.1666666666666665
B004AKRUOU,4.0
B004AKYUNE,4.166666666666667
B004AMRQV0,4.0
B004AMVVES,4.666666666666667
B004AMX8SK,4.538461538461538
B004AOLSG2,3.0
B004AOMAOG,4.454545454545454
B004APB0ZK,4.2
B004AQ1ZKY,4.222222222222222
B004ARTYHY,4.444444444444445
B004ARVECC,3.8
B004ASER98,4.627906976744186
B004ASII70,3.4285714285714284
B004ASW9MA,4.643478260869565
B004AU2X2Y,3.7
B004AYMJPG,4.835820895522388
B004AZMDBK,4.1
B004AZPYKC,4.375
B004B1VHVA,5.0
B004B3K6E2,3.9
B004B40OXO,3.4
B004B4RBBM,4.5
B004B6V24M,4.75
B004B6Z0DQ,4.285714285714286
B004B88BQW,4.043478260869565
B004B8917K,3.727272727272727
B004B8F85Y,4.125
B004B8F8SQ,4.28
B004B8IDGA,4.0
B004B8JGUW,4.5
B004BC62MI,4.341463414634147
B004BD6OAM,4.833333333333333
B004BD71JK,3.9178082191780823
B004BDG6LE,3.789473684210526
B004BF8LOM,4.666666666666667
B004BH15K2,3.6470588235294117
B004BH503U,3.6956521739130435
B004BHBGCY,4.8
B004BHDCYE,4.333333333333333
B004BIKKCU,4.9
B004BIOBKC,4.2
B004BJT9OE,4.330357142857143
B004BKIOO4,4.0
B004BKIQ0Q,4.166666666666667
B004BKLHFC,4.285714285714286
B004BKNKUW,4.219178082191781
B004BKP4A6,3.6666666666666665
B004BKR31E,4.1875
B004BLXG5U,4.416666666666667
B004BOWL8A,4.375
B004BU51JK,4.777777777777778
B004BVPLCG,4.666666666666667
B004C25EQW,3.2222222222222223
B004C37VV2,4.428571428571429
B004C39D68,4.615384615384615
B004C3OWUU,4.25
B004C3P0WY,4.7272727272727275
B004C5XVUK,4.611111111111111
B004C63PMS,4.0
B004C6QP3Y,4.619047619047619
B004C7MTLA,4.734939759036145
B004CBAWN8,4.705882352941177
B004CCNAMW,3.3333333333333335
B004CD8B2A,4.4186046511627906
B004CDA3VW,4.0
B004CESVGA,4.166666666666667
B004CESX40,3.9
B004CF7RMS,3.7142857142857144
B004CF7URK,3.2857142857142856
B004CFHPGQ,4.1
B004CH5A5M,3.4
B004CK5PN6,4.461538461538462
B004CPQBRA,4.538461538461538
B004CQ44WI,4.688311688311688
B004CQ45LS,4.7894736842105265
B004CQ5N00,4.68
B004CQ5NUK,4.551724137931035
B004CQ7T3O,4.823529411764706
B004CQ9DQU,4.8
B004CSKKZ6,4.277777777777778
B004CUKPLI,3.466666666666667
B004CVI8ZC,4.230769230769231
B004CZYJLA,4.555555555555555
B004D0E80G,4.4
B004D0HWUE,4.714285714285714
B004D13ZEA,4.444444444444445
B004D1Q2KE,4.4
B004D268T8,4.6923076923076925
B004D4SW5O,3.5714285714285716
B004D5KJJA,3.75
B004D6426K,3.625
B004D9P1A8,4.426523297491039
B004DBUAGQ,3.9019607843137254
B004DE54AA,4.459016393442623
B004DEXE48,4.166666666666667
B004DF1TLC,4.6
B004DFIX4S,4.8
B004DGDC2U,4.2
B004DGL3BC,4.142857142857143
B004DGM2B2,4.25
B004DGXYAK,3.5454545454545454
B004DGZ9JE,4.4
B004DH00CY,4.571428571428571
B004DH00DI,4.5
B004DH1AXM,4.066666666666666
B004DHK1KK,4.416666666666667
B004DJ9UX2,4.588235294117647
B004DJYJJM,4.666666666666667
B004DKLKL6,4.8
B004DKWE48,4.285714285714286
B004DLV0ZG,5.0
B004DN0S0M,4.75
B004DN0S9I,4.567164179104478
B004DN0SXE,3.0
B004DN2YVI,4.714285714285714
B004DN2Z3A,5.0
B004DN2ZH6,5.0
B004DN2ZR6,4.2
B004DN41TQ,4.8
B004DN5ZFA,3.6
B004DN615I,4.777777777777778
B004DN61U8,4.2
B004DN7VPW,4.666666666666667
B004DQVFRE,4.0
B004DRCOUU,4.428571428571429
B004DRDXD2,4.0
B004DS9AOW,4.875
B004DTH77I,4.8
B004DTQ9L8,4.631578947368421
B004DTXHBS,4.9
B004DTZSM4,5.0
B004DU1Q4W,4.454545454545454
B004DW7S06,4.8
B004DXZUTG,2.25
B004DY5ZW2,4.611111111111111
B004E2O808,4.222222222222222
B004E3LN96,4.875
B004E5GV82,4.8
B004E94O32,4.642857142857143
B004E9EV2G,4.0
B004E9HRNG,4.526315789473684
B004EAZ7UU,2.4
B004EBMFT0,4.818181818181818
B004EBNWOM,4.2
B004EBTOM6,4.444444444444445
B004EDYQT0,3.8
B004EFA6G0,4.333333333333333
B004EFF3DG,3.4285714285714284
B004EFT2BU,4.666666666666667
B004EG67NA,5.0
B004EG6T1K,3.4
B004EG7B4O,4.666666666666667
B004EHRZPS,4.083333333333333
B004EHZ7JY,4.785714285714286
B004EI1G02,4.428571428571429
B004EK0RJG,4.604166666666667
B004EK2VHM,4.395348837209302
B004EKAF2K,4.857142857142857
B004EKGUCE,3.4444444444444446
B004EKHMXU,4.542857142857143
B004EKVOU2,4.666666666666667
B004EMNER6,4.25
B004EQR53Q,4.3061224489795915
B004EVJ2M8,4.7272727272727275
B004EW99SO,4.071428571428571
B004EZNH3E,4.75
B004F10QN6,5.0
B004F1LNDI,4.564102564102564
B004F1VDYM,4.0
B004F5YPW0,3.888888888888889
B004F8AIRI,3.8
B004FF8NFU,4.4
B004FH8PLK,4.529411764705882
B004FHA7IE,3.4
B004FHBSTG,4.9
B004FHBSU0,4.666666666666667
B004FHBT2C,5.0
B004FHFFD6,4.846153846153846
B004FJ3QQM,4.135802469135802
B004FJTEHC,3.6923076923076925
B004FKFFRE,4.75
B004FL7U58,3.2
B004FNJK54,3.8
B004FNKHO2,4.6
B004FO2DSE,3.914285714285714
B004FO5CBE,4.166666666666667
B004FO6ATC,4.0
B004FO6TJI,4.666666666666667
B004FO74ME,4.666666666666667
B004FOAFW0,4.1
B004FOEOV8,4.25
B004FOQJJS,3.6
B004FPRBI0,4.823529411764706
B004FPS8NM,4.75
B004FPTQCO,3.9166666666666665
B004FQLUIQ,4.4
B004FR6P2G,5.0
B004FR6P30,4.333333333333333
B004FR7QQU,4.571428571428571
B004FR9PPA,3.75
B004FRQW06,4.076923076923077
B004FRXBYG,4.166666666666667
B004FRYSCA,4.2
B004G27GKK,4.3
B004G5PJMO,3.8181818181818183
B004G5PJT2,4.028985507246377
B004G5RHCO,4.333333333333333
B004G621ZG,4.888888888888889
B004G7J0HM,4.6
B004G7LMIM,4.0
