asin,count
B000WKW6S2,10
B000WM1DZW,17
B000WM94R6,9
B000WMU9RU,8
B000WMUQLY,28
B000WN58ZM,15
B000WN6WFC,93
B000WNC2W4,8
B000WNWJJA,5
B000WNX21Y,85
B000WOOR1M,10
B000WOU37Y,7
B000WOW3W2,19
B000WPDWZI,5
B000WQDD2O,13
B000WQN7K2,9
B000WS01ZY,5
B000WS1DNS,7
B000WS3CN2,11
B000WSEU74,21
B000WSK7OY,7
B000WSLF0E,6
B000WSLLN0,5
B000WSVOQY,6
B000WTO52I,25
B000WUDGRC,7
B000WUF5LC,12
B000WUJ7B6,10
B000WV0RW8,67
B000WV0TS0,26
B000WVW6YK,35
B000WVYB8Y,28
B000WXNTPI,9
B000WXX0JS,14
B000WY09D2,8
B000WZI4WY,36
B000WZJ0NG,15
B000WZYXL0,17
B000X1D0AI,54
B000X1N15M,18
B000X1Q2GM,7
B000X1QOQU,12
B000X1T3MM,35
B000X1U6EQ,23
B000X21996,5
B000X24T4S,34
B000X29GY6,43
B000X2AHFS,8
B000X2BSJM,5
B000X2DODU,12
B000X2DOJE,11
B000X2F9NS,8
B000X2FRHG,8
B000X2FSA2,22
B000X2FUXC,7
B000X2H8G4,28
B000X2HB9S,17
B000X3BH7E,14
B000X3Z2MU,5
B000X4JUYA,5
B000X5XMVQ,11
B000X6DDM8,5
B000X6MOV4,11
B000X76K04,10
B000X7CVQQ,5
B000X843VG,79
B000X8T9HY,7
B000X9D8Y8,12
B000X9GG1K,6
B000X9P5GM,40
B000XAIVW6,6
B000XAWQW2,7
B000XB4M46,125
B000XBGFO6,16
B000XCKMAI,12
B000XEAJ4U,5
B000XECJES,167
B000XECM22,5
B000XEEFTK,8
B000XERXTE,11
B000XGGF0U,6
B000XH6PUE,9
B000XHD0W0,7
B000XHNBLU,76
B000XHRNB4,10
B000XJNYE2,5
B000XLW1WG,66
B000XP4I3C,17
B000XPGPXS,11
B000XPHY10,8
B000XPT0DK,30
B000XPV4P2,7
B000XQ4W1O,7
B000XQ7QAS,9
B000XQBQVS,5
B000XQJGRE,6
B000XRY2FE,17
B000XS3FYM,32
B000XSA5WW,8
B000XSA60I,99
B000XSBVK2,5
B000XSBVMU,44
B000XSDTJS,5
B000XSF0P4,46
B000XTBHFK,7
B000XTEHLG,8
B000XTHDHG,7
B000XUI54U,5
B000XVSNTQ,134
B000XVTYS0,6
B000XVY4MG,16
B000XWJW6I,9
B000XWT9P2,5
B000XXC3YK,7
B000XY3XX4,37
B000Y02WO8,24
B000Y0HWWA,9
B000Y0SEX6,16
B000Y1695A,9
B000Y1FY10,7
B000Y1S94E,10
B000Y28KKQ,26
B000Y2WKCK,5
B000Y38NJI,22
B000Y3CXL2,7
B000Y3PPK8,5
B000Y4M9WE,5
B000Y4YO54,10
B000Y5NMGA,5
B000Y6W2E2,28
B000Y88DS4,6
B000Y8BA2K,5
B000Y8DLRM,8
B000Y9WQOU,21
B000YA3VVQ,7
B000YA82WE,6
B000YA8NYQ,12
B000YC01OE,15
B000YC70XY,44
B000YCDS26,8
B000YCMLQ0,13
B000YD47N4,34
B000YDJIYW,7
B000YDX3NE,6
B000YE9CRO,6
B000YFIBHA,18
B000YFPTRU,14
B000YFTEZ8,9
B000YGJYJ8,9
B000YISTDI,6
B000YJTUT4,8
B000YJXRVQ,8
B000YL1XQU,5
B000YL4AJW,5
B000YM76VU,9
B000YM8DQM,7
B000YMANLA,5
B000YME9V0,18
B000YMFW9I,13
B000YN5N0K,6
B000YNKELI,6
B000YQ4AVK,34
B000YQ8BVK,11
B000YUI706,5
B000YUNHC4,9
B000YVHV66,16
B000YZ5G46,12
B000YZ5V14,8
B000Z1GLGQ,7
B000Z1GLJI,11
B000Z1GLQG,136
B000Z43I5A,6
B000Z4RJ3W,15
B000Z52LG6,5
B000Z6DTTI,8
B000Z759DG,44
B000Z7TZRM,5
B000Z8WXTS,9
B000Z8X2SE,15
B000Z8X76G,9
B000Z8XLCG,8
B000Z8YDE6,5
B000Z8YK6C,8
B000Z8Z4VC,8
B000Z8Z93K,83
B000Z8ZRC8,5
B000Z91280,6
B000Z9138E,6
B000Z91FMS,13
B000Z9361G,34
B000Z94138,5
B000Z9536M,6
B000Z9577C,9
B000Z95LFK,8
B000Z96EGA,5
B000Z96JR4,5
B000Z96YF6,5
B000Z96ZDC,6
B000Z96ZJQ,6
B000Z9AP3S,11
B000Z9ASSK,8
B000ZC2DH6,6
B000ZHCQ3M,10
B000ZHJS0G,20
B000ZICOKQ,39
B000ZIXJMS,22
B000ZK1NVK,31
B000ZK6NSI,5
B000ZL3OFW,7
B000ZL5D7Y,9
B000ZLWNOA,18
B000ZLZX2O,7
B000ZM1WLE,5
B000ZM3SPC,5
B000ZMAL2U,12
B000ZMGJM6,126
B000ZN3D4C,9
B000ZNX3BA,8
B000ZO0ADS,8
B000ZOCDGU,6
B000ZOH6U8,8
B000ZPK4X8,6
B000ZPSNW2,6
B000ZS9MLK,23
B00103C0CM,9
B00103URIQ,5
B00104AXNE,5
B00104D0KM,15
B00104I5TS,48
B00104I5UC,8
B00104JH22,6
B001063NY8,83
B001064XCY,10
B00106ARH4,6
B00106J28O,7
B00106L9R6,49
B001072W5S,7
B00107I9XM,8
B0010AZ3TM,6
B0010B36GI,6
B0010B5EQS,38
B0010B8CBW,5
B0010B8CGM,20
B0010B8ZPA,19
B0010BMCUO,7
B0010BRDSK,5
B0010DLN8O,6
B0010DLYR4,23
B0010DN1UW,16
B0010EBEKU,8
B0010EBERI,6
B0010ED368,9
B0010ED3DQ,11
B0010EEWU4,9
B0010EF0P0,8
B0010EG6OO,9
B0010EG6P8,5
B0010EG6QC,5
B0010EI2HI,17
B0010H687Q,10
B0010ITF66,8
B0010JLMO8,767
B0010K82EA,5
B0010L1CCI,9
B0010L40P4,9
B0010L6H1Y,16
B0010L8FQ4,11
B0010LORTI,15
B0010NMYDC,6
B0010NQEDS,8
B0010NSC1U,24
B0010O4GVY,44
B0010PK996,9
B0010TADUW,18
B0010TN1Y2,6
B0010V7CAO,9
B0010VNKCS,13
B0010VOJHS,5
B0010VQIB8,19
B0010VQOBM,5
B0010VTPB8,5
B0010W8XUG,6
B0010WD31A,19
B0010WD31K,6
B0010WD33S,24
B0010WDKIG,6
B0010WEU7G,5
B0010WU9Q2,6
B0010WU9RG,8
B0010X26L2,8
B0010X6YEW,20
B0010XNC06,5
B0010XPE5C,8
B0010XQ5N2,6
B0010Y1KYA,8
B0010Y26PW,6
B0010Y5EV0,6
B0010Y6QBC,26
B0010YAFCI,9
B0010YPZXC,8
B0010Z1F62,8
B0010Z4MDK,18
B0011023KS,7
B001102448,7
B00110DDZ2,5
B001113U6S,5
B001115TLM,11
B001115TQW,8
B001126LL8,8
B001126YLA,5
B00112PKGU,14
B00112PKJW,5
B00112RP2C,9
B00112TIC2,8
B00113BKFY,8
B00113FWRG,9
B00113UIDO,5
B00114P978,56
B001159UMM,39
B00116VG0K,5
B00117AUEW,14
B00117H27K,6
B00117YLUQ,5
B00117YMKU,5
B00117YS86,6
B00117YU2K,6
B00117ZRXQ,64
B00117ZTMU,9
B00117ZTNY,9
B00117ZTOS,13
B00117ZZK6,19
B0011801GS,15
B0011802YO,6
B00118033O,6
B001181NU6,6
B001181OJG,5
B001181RQQ,5
B001181VOY,5
B001183U9S,7
B001183UJ8,10
B001183UXE,6
B001185XGQ,5
B001185XTI,8
B001185XUC,16
B001185XUW,19
B00118623Y,6
B001186572,10
B001187IDC,8
B00118URKS,7
B00119TFQY,14
B00119TXES,11
B00119VBE8,24
B00119VPCQ,10
B00119XOPC,28
B00119YPS2,16
B0011DHCCO,6
B0011DHE86,11
B0011DHHEC,5
B0011DI8K4,9
B0011DJ650,24
B0011DJ71I,45
B0011DJ7ZO,5
B0011DJ8VM,10
B0011DJ9IO,6
B0011DKB2M,9
B0011DKJY2,9
B0011DKKQE,11
B0011DKTCE,10
B0011DL6OY,7
B0011DMO86,6
B0011DN9EO,8
B0011DQMRA,10
B0011DQRIE,13
B0011DRYF4,8
B0011DTHTK,5
B0011DTL78,23
B0011DX8QI,7
B0011E55N6,10
B0011E55PY,10
B0011E55R2,12
B0011E8Q3M,10
B0011EC9PI,24
B0011FT8OM,8
B0011FTBMQ,8
B0011FTC84,9
B0011FTJZ0,44
B0011FURDS,8
B0011FWEMU,10
B0011FWHQI,14
B0011FWIYY,12
B0011FY6WG,10
B0011FY6YY,5
B0011FY7MA,22
B0011FY914,26
B0011FY9AU,9
B0011G6HCM,6
B0011MIECC,14
B0011ML42E,18
B0011MNOCC,18
B0011MPBJG,20
B0011R8NNC,6
B0011T2HSM,6
B0011TGKOO,56
B0011TM2MS,48
B0011TWVWE,22
B0011UV2OG,6
B0011UWNO4,6
B0011UWY6Q,5
B0011UYM0C,9
B0011UYVBM,21
B0011WFO1G,17
B0011WHDYM,7
B0011WYMAK,13
B0011WYMF0,12
B0011WYO26,34
B0011X0PDW,11
B0011X2GNY,5
B0011X46Z0,7
B0011X474K,5
B0011YIC3Q,5
B0011YS0J2,17
B0011YUKOK,14
B0011YY9YM,46
B0011Z1VUG,19
B0011Z3WXU,8
B0011Z63W2,8
B0011Z646M,6
B0011Z82YO,13
B0011Z9MNO,5
B0011ZXXQG,5
B00120016K,7
B00120238E,22
B001204XXW,5
B001207G9A,12
B00120NMNY,18
B00120NNCY,17
B00120W9KG,23
B00120XTDW,5
B00120Y44A,25
B00120Y47M,37
B00120ZMEQ,11
B00120ZMJG,6
B00120ZSWC,8
B00121B0H8,7
B00121ENT0,8
B00121GKQE,17
B00121OA1Q,6
B00121UW0O,9
B00122EZ5Q,5
B00122GAJK,13
B00122I7PU,5
B00122JDUI,6
B00122JDXU,19
B00122JE66,19
B00122LCP2,17
B00122OW04,7
B00122QJH8,5
B00123DQUU,5
B00123G9HM,8
B00123J7JY,5
B00123KIDS,6
B00123MF8Y,8
B00123Y9TC,6
B00124J8JW,5
B00124QUH0,11
B00124S3HU,7
B00124VPLQ,14
B00124WBCS,28
B001250T76,13
B00125JFM6,7
B00125L33A,6
B00125SG7Q,10
B00125UB7Y,5
B00125X72A,12
B00125XBXK,5
B00125Z3GI,5
B00126324M,6
B00126349K,22
B00126B4T2,24
B00126BKFU,5
B00126DM2E,10
B00126FELQ,46
B00126FZPG,9
B00126KSQ2,5
B00126XOI6,13
B00126ZXPI,5
B001271GZS,6
B001272JCM,10
B00127Q13K,5
B00128DNJE,6
B00128ICCW,8
B00129JTXM,7
B0012AGDXK,6
B0012BSOB8,8
B0012BYIRC,8
B0012DABGC,16
B0012DK1XK,5
B0012DLILE,27
B0012DVJM2,19
B0012DX99S,8
B0012FJVA2,6
B0012G5YMK,103
B0012GQNGG,13
B0012H35AM,8
B0012H549W,87
B0012HCCNI,22
B0012IYKOG,8
B0012JG00M,20
B0012JJMPW,7
B0012JNQU4,6
B0012JZVIO,16
B0012JZVZW,36
B0012K1AC4,9
B0012K3F4U,5
B0012L8KGM,15
B0012MD3KO,5
B0012MNF2A,5
B0012MRUNA,40
B0012MW6F2,35
B0012MZ08W,8
B0012MZ4WE,83
B0012N6BX4,9
B0012NCJQW,21
B0012NL9BI,27
B0012NY5A0,6
B0012OM8MQ,5
B0012ONAEG,17
B0012OQEOY,7
B0012PWRXU,8
B0012Q6M6M,13
B0012Q7YUK,17
B0012QFGPA,13
B0012QU09W,18
B0012R1UPY,14
B0012RQXTC,6
B0012S4T8S,6
B0012S5ZCW,8
B0012SCYDU,5
B0012UIGTY,8
B0012UPCX2,10
B0012UYVRK,9
B0012X7JYO,11
B0012XRFKW,9
B0012XSN12,15
B0012XTITI,6
B0012XWATS,18
B0012XXDG2,32
B0012XYFPU,9
B0012XZAKE,10
B0012Y1FCK,6
B0012YMEUW,6
B0012Z7BX6,8
B0012ZEBJS,5
B0012ZFF8O,6
B0012ZHND4,6
B0012ZI5YA,6
B0012ZNGJO,11
B0012ZNSWE,43
B0012ZSYTG,5
B0012ZTW3I,12
B00130D34G,8
B00132F1DA,8
B00132FUNG,55
B00132H4P8,8
B00132K068,7
B00132M2H8,7
B00132UPUY,5
B00132YKQO,5
B001330DBE,5
B001333OZQ,8
B0013465Z6,5
B001349SQ4,15
B00134KYNA,13
B00134Q41Q,7
B001375LA8,8
B00137BENG,28
B00138Q4OO,13
B00138Q4V2,14
B00138SDB6,5
B00138VIOK,6
B00138WN26,6
B0013926LI,27
B001395D8Q,7
B001395Q2E,9
B00139WFOG,5
B0013A0C0Y,44
B0013AFSO4,6
B0013AHIHO,7
B0013AV7WQ,5
B0013B1Y2I,7
B0013BQHKM,6
B0013BYXOE,8
B0013CB1FM,16
B0013CE8R0,6
B0013CGBQQ,9
B0013CI02O,12
B0013CNR36,12
B0013CNR40,5
B0013D20M4,5
B0013DAI3C,9
B0013DQY4O,104
B0013EJ5QM,21
B0013EONDW,6
B0013EWPPU,13
B0013FAYDY,10
B0013FYHSW,22
B0013G6GZS,12
B0013G6H5W,13
B0013G6LDU,5
B0013G8FCA,5
B0013GAMNA,12
B0013GHICS,12
B0013GUY42,12
B0013H53YW,19
B0013H6AVM,9
B0013HFBMQ,5
B0013HUNOW,13
B0013HV8RI,17
B0013HV9O0,38
B0013HW39A,80
B0013HX164,48
B0013HYCQM,10
B0013HZEYG,11
B0013I08SM,8
B0013I23Q2,8
B0013IRBG4,13
B0013IRBGE,27
B0013ITH7U,84
B0013IZI1O,16
B0013J0FLQ,10
B0013J90AS,5
B0013J99FO,6
B0013JBPE2,5
B0013JE6K2,14
B0013JMUI2,5
B0013JSLR6,7
B0013K9RPA,26
B0013L3Y2Q,6
B0013L7652,12
B0013LRAPS,48
B0013LRVWA,18
B0013LZ8XO,7
B0013M50Y0,14
B0013MTHWQ,46
B0013MV1BG,7
B0013MVB48,6
B0013N0YTA,7
B0013N58F0,9
B0013N7SBM,6
B0013NB6KQ,10
B0013NB6VU,12
B0013ND3XY,12
B0013ND41U,8
B0013ND4CO,7
B0013ND5AK,9
B0013NE0RC,5
B0013NE0UY,18
B0013NE0ZO,6
B0013NE108,17
B0013NE16M,5
B0013NFXXM,6
B0013NFZQW,22
B0013NHRE0,5
B0013NHSL2,13
B0013NS3HA,8
B0013O2VX6,5
B0013OOJKY,6
B0013OQAOC,6
B0013OQAS8,17
B0013OQAVU,11
B0013OQCWW,15
B0013OQE9S,5
B0013OQEHU,8
B0013OQEIO,8
B0013OQEO8,11
B0013OQG64,25
B0013OQGBY,5
B0013OQGCI,31
B0013OQGDC,131
B0013OQGO6,366
B0013OQH54,7
B0013OQHA4,8
B0013OQIJY,22
B0013OQJH0,5
B0013OQJMU,17
B0013OQJPC,7
B0013OQKMO,10
B0013OQKPG,14
B0013OQL0U,45
B0013OQL28,9
B0013OQLBE,36
B0013OQLGE,41
B0013OQLJQ,5
B0013OQLZA,30
B0013OQNEO,9
B0013OQOFW,17
B0013OQOKC,44
B0013OQP4M,7
B0013OQP74,13
B0013OSC0C,13
B0013OSC4I,15
B0013OSD6K,10
B0013OSEL4,6
B0013OSGDA,5
B0013OSH2K,51
B0013OSHHK,5
B0013OSIQU,5
B0013OSJ2I,20
B0013OSJ7S,12
B0013OSJBY,15
B0013OSJC8,8
B0013OSJMI,7
B0013OSJU0,133
B0013OSK40,10
B0013OSK6I,129
B0013OSK8Q,141
B0013OSK9U,5
B0013OSLKI,6
B0013OSM0M,21
B0013OSMCU,7
B0013OSMRK,34
B0013OSN6A,8
B0013OSNCE,25
B0013OSND8,11
B0013OSNOM,15
B0013OSO0K,27
B0013OSQ3A,13
B0013OSQ5I,37
B0013OSQBW,9
B0013OSRV6,9
B0013OSS4M,5
B0013OSSBA,14
B0013OST3C,23
B0013OUGRO,10
B0013OUHDC,8
B0013OUHUA,15
B0013OUIZO,101
B0013OUJ8U,15
B0013OUJIU,26
B0013OUJPS,155
B0013OUJRG,133
B0013OUK5M,5
B0013OUKFC,5
B0013OUKHK,88
B0013OUKL6,8
B0013OUKO8,9
B0013OUKPC,19
B0013OULFQ,147
B0013OULOC,161
B0013OULOM,114
B0013OULQ0,10
B0013OUML4,46
B0013OUMQ4,8
B0013OUMQE,23
B0013OUN9K,11
B0013OUNFE,22
B0013OUNNQ,17
B0013OUO2Q,10
B0013OUOBM,5
B0013OUODA,26
B0013OUOIK,7
B0013OUORQ,15
B0013OUP8O,24
B0013OUPDO,5
B0013OUPJ8,12
B0013OUQW4,13
B0013OUULG,24
B0013OUVSI,7
B0013OUWEQ,19
B0013OVGAK,20
B0013OVSWG,20
B0013OVTM0,6
B0013OVTT8,14
B0013OVUNS,132
B0013OVVAK,94
B0013OVVFA,169
B0013OVVK0,22
B0013OVVSW,72
B0013OVW0O,25
B0013OVW86,6
B0013OVWH2,9
B0013OVWHM,35
B0013OVXA8,12
B0013OVYCA,39
B0013OVZ6A,7
B0013OVZAG,58
B0013OVZB0,14
B0013OVZJW,6
B0013OVZLU,6
B0013OW0E6,7
B0013OW2KS,100
B0013OW4TW,28
B0013OWAEQ,22
B0013OX626,8
B0013OX84M,14
B0013OX9NC,296
B0013OX9XW,69
B0013OXA5Y,130
B0013OXA8G,9
B0013OXABS,184
B0013OXCJI,9
B0013OXCQ6,9
B0013OXCU2,10
B0013OXD38,61
B0013OXDBU,31
B0013OXE1Y,5
B0013OXE46,8
B0013OXEFU,22
B0013OXEKK,35
B0013OXELE,9
B0013OXEM8,15
B0013OXESM,10
B0013OXFF4,17
B0013OXFQ8,6
B0013OXGBC,6
B0013OXIFQ,6
B0013OXKHC,64
B0013OZAZ2,20
B0013OZCGE,58
B0013OZGQ0,60
B0013P1GD6,43
B0013P1GGI,8
B0013PA1L4,11
B0013QQVX0,6
B0013RH6JM,7
B0013RKWIE,16
B0013RVBT8,37
B0013RZ2ZM,46
B0013S1VY2,9
B0013SU9XQ,7
B0013T5N0O,7
B0013TKTSU,18
B0013TO92M,8
B0013TTO1S,19
B0013TVEWA,109
B0013TVEYS,36
B0013U3RWY,5
B0013U5NJO,10
B0013UAQ00,5
B0013UOWGO,7
B0013UU9WK,38
B0013UY7XM,5
B0013V18EC,13
B0013V2U1C,33
B0013V866A,5
B0013V9XGM,5
B0013WAQDU,5
B0013XWNUI,5
B0013YSDY2,6
B0013YYNF0,5
B0013ZDHO2,7
B001407IK0,9
B001407IKA,6
B00140BCWA,12
B00140YP06,11
B00140Z5DW,14
B00141DEAC,32
B00141JKH8,8
B001426BZQ,5
B001426S6S,20
B0014272XG,5
B0014295BS,5
B001429U3Q,18
B00142BV1K,8
B00142DOW4,9
B00142EBDU,9
B00144B32A,8
B00144L4LK,19
B0014527NS,5
B001459FCY,11
B00146BLM0,7
B00147Q76E,6
B00147V0PM,18
B00147X6DQ,16
B00147Z7R4,9
B001481FTM,6
B00149WZMW,5
B0014AD37M,8
B0014AI4VM,25
B0014ATBRI,6
B0014ATEI4,9
B0014ATL8W,18
B0014AU5MI,7
B0014AURVW,7
B0014AV0WM,10
B0014AWE6S,5
B0014AWMDS,5
B0014AWMOW,5
B0014AX7BY,36
B0014AX8CC,5
B0014AX9BC,5
B0014AX9M6,8
B0014AY7M2,12
B0014AY8MQ,7
B0014AYQUU,5
B0014B0QKI,9
B0014B2QTM,9
B0014B5LJE,9
B0014B8GA0,9
B0014BA0OA,19
B0014C1Y4Y,5
B0014C7DS0,6
B0014C7ZFG,20
B0014CI9P6,9
B0014CJ1QW,7
B0014CM3KS,5
B0014CN8Y8,50
B0014COKYU,21
B0014CP8R8,5
B0014CPA8U,13
B0014CXT6K,23
B0014D3OBO,58
B0014DQLN2,17
B0014DQT48,14
B0014DW4GU,5
B0014EVDDO,7
B0014F5EVK,5
B0014G1I6E,16
B0014GW48K,7
B0014GWDJ0,5
B0014GXEDE,5
B0014GXK7O,7
B0014H4HKW,10
B0014HATNQ,5
B0014HBRSW,5
B0014HEDEW,6
B0014HEDGU,9
B0014HP1QQ,7
B0014I4XMS,10
B0014J7L3U,10
B0014JOBXS,11
B0014JRAAY,57
B0014K3WBO,6
B0014KYXN0,17
B0014L6EAE,5
B0014LAFKO,70
B0014LNIPI,40
B0014LYMYY,11
B0014M1VII,18
B0014M1WA0,10
B0014NUWHI,28
B0014NUXXQ,12
B0014NW9LK,7
B0014NYAPS,7
B0014O89DQ,7
B0014PCV48,7
B0014R4RZW,15
B0014ST5Y4,11
B0014SVCL8,107
B0014T1GY0,7
B0014T52TA,14
B0014TIL6G,8
B0014UABCW,8
B0014UCGS4,16
B0014UCH88,7
B0014UCJ8Q,10
B0014UEB6Y,18
B0014UECK4,11
B0014UEEHU,6
B0014UFSWA,12
B0014UFVBI,8
B0014UH9Y0,11
B0014UUQX6,8
B0014VX38A,5
B0014WO7XE,10
B0014WO89W,10
B0014WPUZI,6
B0014WPV2K,66
B0014WRUR4,8
B0014WRV32,31
B0014WRVB4,5
B0014WTLU8,36
B0014WU8FA,11
B0014WUYWC,9
B0014WUYXG,33
B0014X7B22,8
B0014XCT7Y,6
B0014XHC6M,11
B0014XJ85K,10
B0014XMIA2,9
B0014YTACK,6
B0014YZHG8,5
B0014ZAG6I,5
B0014ZQE2S,6
B0014ZQH84,15
B0014ZWHO2,6
B0014ZX7W8,6
B0014ZXPTI,6
B00150664S,5
B0015068PA,77
B001508FM4,5
B001509BUY,30
B001509FCS,55
B001527YRE,6
B00152W762,5
B001531A2S,5
B0015355U6,8
B00153B9W4,20
B00153C644,44
B00153EM1O,9
B00153JZ16,5
B00155CUX4,16
B001561MWS,20
B00156C2EU,11
B00158J0AW,11
B00158J0EI,17
B00158N0R6,7
B00158N0V2,16
B00158N0W6,13
B00158NQRA,7
B00158Q99W,8
B00158S4RM,17
B00158S4S6,15
B00158U5YC,12
B0015AK040,5
B0015B2RAO,20
B0015B2RHW,11
B0015B6R96,15
B0015BWIZS,10
B0015C0S5O,10
B0015C2ZI2,18
B0015C5OXU,9
B0015C5RGY,7
B0015CO8PA,9
B0015DH8AQ,24
B0015E2FDK,23
B0015EGWMU,6
B0015G3YMO,7
B0015G89SS,32
B0015GGHWS,6
B0015HHZ2I,7
B0015HJ968,7
B0015HPTTE,9
B0015IPA9M,7
B0015IXM4C,15
B0015JA5PA,10
B0015JK0XC,5
B0015K9BXQ,98
B0015KG5NK,7
B0015KGH92,37
B0015KHMLE,7
B0015KHMRS,52
B0015KXGDC,6
B0015KZKAO,6
B0015L2556,18
B0015L2H1I,6
B0015LPYVS,8
B0015MMGS6,6
B0015MN7HA,43
B0015MO4F4,18
B0015MQ0ME,5
B0015NZ6FK,112
B0015P54R8,73
B0015PBPL2,5
B0015PJNUM,18
B0015QQK2K,5
B0015QQUES,5
B0015QSU9Q,8
B0015QSW4O,10
B0015QV8S6,6
B0015QVAY8,6
B0015QVG56,59
B0015QVJ58,6
B0015QXK4G,10
B0015QXLHM,21
B0015R1L46,9
B0015R237A,10
B0015R2C6M,11
B0015R2D0M,10
B0015R2F0U,26
B0015R2MFI,14
B0015R2R8A,14
B0015R2SD4,12
B0015R2TCO,9
B0015R2W58,110
B0015R36JE,6
B0015R38E2,6
B0015R39XM,23
B0015R3AAO,301
B0015R3CPW,28
B0015R6ECU,70
B0015R6F8S,12
B0015R6Z5Q,28
B0015R6ZU6,5
B0015R78DO,8
B0015R7VY0,7
B0015R8HMU,46
B0015R8QVC,7
B0015R8SGA,5
B0015R9AOY,6
B0015R9DS2,18
B0015RAHUU,15
B0015RZCW8,5
B0015S14UG,8
B0015TBGR6,9
B0015TEFU6,17
B0015TEIGW,7
B0015TF3CA,83
B0015TF8RK,37
B0015THZCQ,10
B0015TI5GQ,10
B0015TI71Y,10
B0015UMHK0,9
B0015UQI4Q,15
B0015VY4JQ,14
B0015WJS0K,5
B0015WNZ9K,16
B0015WUD0E,57
B0015Y6QRQ,5
B0015YF9IS,13
B0015Z3A92,14
B0015Z99QU,9
B0015ZD7F4,5
B0015ZUSBA,5
B0015ZVWHE,6
B0015ZW6BU,5
B0015ZW6QA,6
B0015ZWVLK,5
B0016003Z0,28
B0016160MO,19
B0016220GS,15
B00162P0JC,5
B00162S422,6
B00162UTX4,8
B00162WR70,5
B00162WUBI,9
B0016396Z0,11
B001639BV4,11
B00163BE8C,8
B00163D35Y,18
B00163D73W,5
B00163DB88,5
B00163G9LY,12
B00163I9EY,5
B00163IALQ,24
B00164LKQ2,39
B001652LO6,14
B00165RBM8,8
B0016685XQ,10
B0016685YU,28
B00166BAOM,9
B00166BB82,9
B00166BBV4,6
B00166BBWS,10
B00166BBXW,8
B00166BC2M,19
B00166BCAY,38
B00166D8NS,9
B00166D8SS,6
B00166DIHO,23
B00166FZ2U,5
B00166FZBG,8
B00166SQZI,5
B00167PXQC,7
B00167RIGK,12
B00167TZZ2,5
B001685GOU,19
B001687F1C,6
B001688DZ4,8
B001689N3U,10
B00168B022,5
B00168BU5E,23
B00168GTX2,8
B00168H6UC,9
B001699UKA,11
B0016A1DQ8,9
B0016A66Y2,15
B0016A8Z32,14
B0016AADNM,19
B0016AJAA4,6
B0016AXCAS,8
B0016AXIGQ,92
B0016AXN7A,40
B0016AZGM0,10
B0016B5NLS,6
B0016B69WK,6
B0016B7TC4,7
B0016B9YPO,6
B0016BCM58,14
B0016BCR44,21
B0016BCSUC,6
B0016BGV4Q,5
B0016BHM7Q,9
B0016BN4YQ,60
B0016BNXWY,5
B0016BQFV0,10
B0016BWV0Y,10
B0016C28II,6
B0016C4BW4,5
B0016CB49M,8
B0016CTAZC,13
B0016G7VY0,11
B0016GTOFY,12
B0016H9T7Q,7
B0016HF1KK,5
B0016HHWXY,7
B0016J6V52,6
B0016J6XAA,13
B0016J9QL8,5
B0016J9QUO,8
B0016J9RBW,7
B0016J9RDK,5
B0016J9RGC,40
B0016J9RHG,17
B0016J9RN0,6
B0016J9RY4,6
B0016JDBEG,6
B0016JHFUM,22
B0016KE766,5
B0016KJA0Y,7
B0016KX9SI,26
B0016KZ2WE,8
B0016L0ZZC,13
B0016L4T0O,27
B0016L4T8G,18
B0016L6Z7E,5
B0016L7DH0,8
B0016LG9KM,26
B0016LPG2E,5
B0016LUFUC,5
B0016LV326,12
B0016LZUW0,10
B0016M4YQ2,36
B0016NK5DM,8
B0016NOVWS,47
B0016OCQCY,14
B0016OHSJ0,5
B0016OLTQS,7
B0016P1VT2,5
B0016P9Z9A,6
B0016PKWJ2,13
B0016PMULA,5
B0016PP58A,7
B0016PS3I4,21
B0016QALBU,43
B0016QAVH4,5
B0016QHTE2,31
B0016QTR10,6
B0016QX5RC,5
B0016RWNQK,10
B0016SJLD2,40
B0016X8Y0S,12
B001709LB6,16
B001709LDE,8
B00170BIWG,13
B00170BJ3Y,7
B00170DB8U,18
B001713KRG,5
B001715S5I,6
B001719NEK,6
B00171KTP2,17
B00171P9WK,6
B00172HEAY,30
B00172K9HY,9
B00172NYKI,10
B001763OS6,9
B00176688O,6
B00176B9Q0,6
B00176T5D4,8
B00176V2SK,17
B00178YD3O,49
B001797P42,5
B00179DMDA,8
B00179DMFS,8
B00179NI3Y,5
B00179RK56,6
B00179T194,8
B0017CRZIK,11
B0017D3RIQ,11
B0017GTPTS,29
B0017GTVE2,6
B0017GYMBO,27
B0017H3PIO,6
B0017HWR1U,7
B0017HYB2I,11
B0017HYOQG,9
B0017I6WTM,10
B0017IB6H0,7
B0017IE082,5
B0017J9H3O,8
B0017JFDC8,14
B0017JJRSE,9
B0017JOF86,16
B0017JPRV0,5
B0017JRE0W,5
B0017K2CFS,5
B0017K4ES6,6
B0017K8VTE,12
B0017KA0IO,6
B0017KE9OA,10
B0017KEYO0,5
B0017KT3IM,10
B0017KU74Q,28
B0017L3BO8,7
B0017L3TWC,6
B0017L9926,5
B0017LB4ZG,22
B0017LBM1C,21
B0017LEA48,9
B0017LEF98,7
B0017LGA78,11
B0017O19Q2,15
B0017O3R2Q,5
